Review,Rating,Date,Helpful Count,source,raw_text,cleaned_text,is_relevant,exploration_signal,barriers,categories_mentioned,relevance_reason
"Superb Experience & Lightning Fast! Review: Blinkit has completely transformed how I order everyday essentials! The delivery is incredibly fast, order tracking is smooth, and the items always arrive fresh and well-packaged. Absolutely super service every single time!",4,2026-07-29 15:22:25 UTC,0,play_store,"Superb Experience & Lightning Fast! Review: Blinkit has completely transformed how I order everyday essentials! The delivery is incredibly fast, order tracking is smooth, and the items always arrive fresh and well-packaged. Absolutely super service every single time!",superb experience lightning fast review blinkit completely transform order everyday essential delivery incredibly fast order track smooth item always arrive fresh wellpackaged absolutely super service every single time,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
nice 👌,5,2026-07-29 15:21:42 UTC,0,play_store,nice 👌,nice,False,noise,,,no category-exploration signal
"Worst app, useless, looted money",1,2026-07-29 15:21:04 UTC,0,play_store,"Worst app, useless, looted money",bad app useless loot money,False,noise,,,no category-exploration signal
best for delivery,5,2026-07-29 15:20:40 UTC,0,play_store,best for delivery,best delivery,False,noise,,,no category-exploration signal
"mst ,much better than Swiggy Instamart at least order received at home not to go outside to waive hand and search for delivery boy and order",5,2026-07-29 15:18:25 UTC,0,play_store,"mst ,much better than Swiggy Instamart at least order received at home not to go outside to waive hand and search for delivery boy and order",mst much good swiggy instamart least order receive home go outside waive hand search delivery boy order,True,want_to_explore_blocked,hard_to_discover_in_app,home,intent or category talk with friction/barrier cues
delivery partner behaviour is good,5,2026-07-29 15:18:13 UTC,0,play_store,delivery partner behaviour is good,delivery partner behaviour good,False,noise,,,no category-exploration signal
Best app forever',5,2026-07-29 15:18:05 UTC,0,play_store,Best app forever',best app forever,False,noise,,,short generic praise/complaint without category cues
please avaliable cash on delivery i faced many difficulties to order things ....otherwise app is very convenient....,5,2026-07-29 15:16:21 UTC,0,play_store,please avaliable cash on delivery i faced many difficulties to order things ....otherwise app is very convenient....,please avaliable cash delivery face many difficulty order thing otherwise app convenient,False,noise,,,no category-exploration signal
quality was very good,4,2026-07-29 15:14:46 UTC,0,play_store,quality was very good,quality good,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
very poor service getting cancelled fees charge as order auto selected from your end,1,2026-07-29 15:14:45 UTC,0,play_store,very poor service getting cancelled fees charge as order auto selected from your end,poor service get cancelled fee charge order auto select end,False,noise,,,no category-exploration signal
it was 👍,5,2026-07-29 15:13:47 UTC,0,play_store,it was 👍,it was 👍,False,noise,,,no category-exploration signal
"I ordered some products through COD as my bank server was not working and my UPI was down. My order amount was Rs 141 and I tried paying the DP Rs 541 so that he could refund me Rs 400, alas, even they don't have that!!! Pathetic Service.",1,2026-07-29 15:13:23 UTC,0,play_store,"I ordered some products through COD as my bank server was not working and my UPI was down. My order amount was Rs 141 and I tried paying the DP Rs 541 so that he could refund me Rs 400, alas, even they don't have that!!! Pathetic Service.",order product cod bank server work upi order amount rs 141 tried pay dp r 541 could refund rs 400 ala even dont pathetic service,True,want_to_explore_blocked,dont_trust_quality_for_new_category|assortment_gap,,intent or category talk with friction/barrier cues
worst in delivery time and iteams given by hands with out hand bag never choose it in tumkuru,1,2026-07-29 15:07:59 UTC,0,play_store,worst in delivery time and iteams given by hands with out hand bag never choose it in tumkuru,worst delivery time iteams give hand hand bag never choose tumkuru,False,noise,,,no category-exploration signal
delivery person don't carry change,1,2026-07-29 15:07:55 UTC,0,play_store,delivery person don't carry change,delivery person dont carry change,False,noise,,,no category-exploration signal
On time delivery and good quality,5,2026-07-29 15:07:20 UTC,0,play_store,On time delivery and good quality,time delivery good quality,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
sometimes some products are missing but they give it later overall 👍,4,2026-07-29 15:07:20 UTC,0,play_store,sometimes some products are missing but they give it later overall 👍,sometimes product miss give later overall,True,want_to_explore_blocked,coverage_or_eta|assortment_gap,,intent or category talk with friction/barrier cues
paan corner not opening,1,2026-07-29 15:06:57 UTC,0,play_store,paan corner not opening,paan corner open,False,noise,,,no category-exploration signal
very useful in day to day domestic work,5,2026-07-29 15:05:31 UTC,0,play_store,very useful in day to day domestic work,useful day day domestic work,False,noise,,,no category-exploration signal
hey user s ididnt received order and they didnt give my refund ammount = 1562₹ and the delivery man cancelled order no response from this froad app im going to file complaint consumer court dont use this app no safety for our online purchase and product s..... no customer care only ai app using this kind of apps,1,2026-07-29 15:04:23 UTC,0,play_store,hey user s ididnt received order and they didnt give my refund ammount = 1562₹ and the delivery man cancelled order no response from this froad app im going to file complaint consumer court dont use this app no safety for our online purchase and product s..... no customer care only ai app using this kind of apps,hey user ididnt receive order didnt give refund ammount delivery man cancel order response froad app im go file complaint consumer court dont use app safety online purchase product customer care ai app use kind apps,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
how to change number but it was so 👍 good app 🥳🥳🤩🥰😍😘😚,5,2026-07-29 15:04:14 UTC,0,play_store,how to change number but it was so 👍 good app 🥳🥳🤩🥰😍😘😚,change number good app,False,noise,,,no category-exploration signal
blink it must improve the quality of there sellers. some of the seller doing unethical selling like tampered packaging. Two separate packing like prices on lamination and products are different or missing,1,2026-07-29 15:00:52 UTC,0,play_store,blink it must improve the quality of there sellers. some of the seller doing unethical selling like tampered packaging. Two separate packing like prices on lamination and products are different or missing,blink must improve quality seller seller unethical selling like tamper packaging two separate pack like price lamination product different miss,True,want_to_explore_blocked,price_uncertainty_new_category|dont_trust_quality_for_new_category|assortment_gap,grocery,intent or category talk with friction/barrier cues
ಸೂಪರ್,5,2026-07-29 14:59:11 UTC,0,play_store,ಸೂಪರ್,ಸೂಪರ್,False,noise,,,no category-exploration signal
its help full,5,2026-07-29 14:51:05 UTC,0,play_store,its help full,help full,False,noise,,,no category-exploration signal
outstanding creativity but wo thodi aur sasti ho jati to maza hi aa jata,5,2026-07-29 14:49:17 UTC,0,play_store,outstanding creativity but wo thodi aur sasti ho jati to maza hi aa jata,outstanding creativity wo thodi aur sasti ho jati maza hi aa jata,False,noise,,,no category-exploration signal
vey High charges,1,2026-07-29 14:48:35 UTC,0,play_store,vey High charges,vey high charge,False,noise,,,no category-exploration signal
it's really nice,5,2026-07-29 14:46:16 UTC,0,play_store,it's really nice,really nice,False,noise,,,no category-exploration signal
fast delivery to good 👍,4,2026-07-29 14:45:44 UTC,0,play_store,fast delivery to good 👍,fast delivery good,False,noise,,,no category-exploration signal
wonderful service,5,2026-07-29 14:43:25 UTC,0,play_store,wonderful service,wonderful service,False,noise,,,no category-exploration signal
ach nhi hai,1,2026-07-29 14:42:17 UTC,0,play_store,ach nhi hai,ach nhi hai,False,noise,,,no category-exploration signal
best app for bringing things earlier at home,5,2026-07-29 14:41:01 UTC,0,play_store,best app for bringing things earlier at home,best app bring thing earlier home,True,unclear,,home,category or barrier cues without clear funnel stage
buhot acha ap he,5,2026-07-29 14:39:34 UTC,0,play_store,buhot acha ap he,buhot acha ap,False,noise,,,no category-exploration signal
good continue the same upgrade the app according to customers need,5,2026-07-29 14:38:43 UTC,0,play_store,good continue the same upgrade the app according to customers need,good continue upgrade app accord customer need,True,stuck_in_routine,habit_reorder_only,,routine/reorder language without exploration intent
disputes resoluted promptly,5,2026-07-29 14:37:39 UTC,0,play_store,disputes resoluted promptly,dispute resoluted promptly,False,noise,,,no category-exploration signal
"best for alsiii log example me,tum,aur voo",5,2026-07-29 14:36:22 UTC,0,play_store,"best for alsiii log example me,tum,aur voo",best alsiii log example metumaur voo,False,noise,,,no category-exploration signal
service is good and fast.,3,2026-07-29 14:36:13 UTC,0,play_store,service is good and fast.,service good fast,False,noise,,,no category-exploration signal
nice👍,5,2026-07-29 14:35:37 UTC,0,play_store,nice👍,nice,False,noise,,,no category-exploration signal
Blinkit...❤️,5,2026-07-29 14:32:04 UTC,0,play_store,Blinkit...❤️,blinkit,False,noise,,,no category-exploration signal
cancellation policy is very poor,1,2026-07-29 14:30:29 UTC,0,play_store,cancellation policy is very poor,cancellation policy poor,False,noise,,,no category-exploration signal
too much of extra charge,1,2026-07-29 14:30:07 UTC,0,play_store,too much of extra charge,much extra charge,False,noise,,,no category-exploration signal
very nice add service very good 👍,4,2026-07-29 14:29:11 UTC,0,play_store,very nice add service very good 👍,nice add service good,False,noise,,,no category-exploration signal
ye mera first time tha jab mene blinkit use Kiya and it was amazing maine jo products order kiye the vo bhi kafi ache the or price bhi and dilivery boy bhi kafi humble tha ✨,5,2026-07-29 14:28:54 UTC,0,play_store,ye mera first time tha jab mene blinkit use Kiya and it was amazing maine jo products order kiye the vo bhi kafi ache the or price bhi and dilivery boy bhi kafi humble tha ✨,ye mera first time tha jab mene blinkit use kiya amaze maine jo product order kiye vo bhi kafi ache price bhi dilivery boy bhi kafi humble tha,True,want_to_explore_blocked,price_uncertainty_new_category,grocery,intent or category talk with friction/barrier cues
This is a nice app cuz it has everything I have been searching for where I didn't get in other app Like it's literally a friendly app ✨,5,2026-07-29 14:25:02 UTC,0,play_store,This is a nice app cuz it has everything I have been searching for where I didn't get in other app Like it's literally a friendly app ✨,nice app cuz everything search didnt get app like literally friendly app,True,want_to_explore_blocked,hard_to_discover_in_app,,intent or category talk with friction/barrier cues
tooo expensive,1,2026-07-29 14:24:38 UTC,0,play_store,tooo expensive,tooo expensive,True,want_to_explore_blocked,price_uncertainty_new_category,,intent or category talk with friction/barrier cues
good service and safe and fast service,5,2026-07-29 14:22:41 UTC,0,play_store,good service and safe and fast service,good service safe fast service,False,noise,,,no category-exploration signal
very good and quick app all things are good here the quality of things is also good no product is damaged or broken even the print potion in this app is very good the prints are nice and clear,5,2026-07-29 14:22:06 UTC,0,play_store,very good and quick app all things are good here the quality of things is also good no product is damaged or broken even the print potion in this app is very good the prints are nice and clear,good quick app thing good quality thing also good product damage broken even print potion app good print nice clear,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
blinkit is a very good app it was delivering in time everything I need,5,2026-07-29 14:18:32 UTC,0,play_store,blinkit is a very good app it was delivering in time everything I need,blinkit good app deliver time everything need,False,noise,,,no category-exploration signal
very worst delivery service,1,2026-07-29 14:18:19 UTC,0,play_store,very worst delivery service,worst delivery service,False,noise,,,no category-exploration signal
great offer,4,2026-07-29 14:18:18 UTC,0,play_store,great offer,great offer,False,noise,,,no category-exploration signal
such a very best service ever,5,2026-07-29 14:18:06 UTC,0,play_store,such a very best service ever,best service ever,False,noise,,,no category-exploration signal
very good application,5,2026-07-29 14:18:00 UTC,0,play_store,very good application,good application,False,noise,,,short generic praise/complaint without category cues
to good for grocery appp,5,2026-07-29 14:17:04 UTC,0,play_store,to good for grocery appp,good grocery appp,True,unclear,,grocery,category or barrier cues without clear funnel stage
it's very fast delivery 🚚 by blinkit,5,2026-07-29 14:15:32 UTC,0,play_store,it's very fast delivery 🚚 by blinkit,fast delivery blinkit,False,noise,,,no category-exploration signal
love from khan family,5,2026-07-29 14:13:54 UTC,0,play_store,love from khan family,love khan family,False,noise,,,no category-exploration signal
ek no.,4,2026-07-29 14:13:46 UTC,0,play_store,ek no.,ek,False,noise,,,no category-exploration signal
we buy a chocolate price is 36 but it's charges is 91 rupees very bad,1,2026-07-29 14:13:09 UTC,0,play_store,we buy a chocolate price is 36 but it's charges is 91 rupees very bad,buy chocolate price 36 charge 91 rupee bad,True,want_to_explore_blocked,price_uncertainty_new_category|coverage_or_eta,grocery,intent or category talk with friction/barrier cues
"very useful for our urgent needs,thank you",5,2026-07-29 14:11:42 UTC,0,play_store,"very useful for our urgent needs,thank you",useful urgent needsthank,False,noise,,,no category-exploration signal
Jrurt ka saman to yaha hamesha out of stock rehta ha ya fr hota hi nhi hai baki sab thik hai,3,2026-07-29 14:09:45 UTC,0,play_store,Jrurt ka saman to yaha hamesha out of stock rehta ha ya fr hota hi nhi hai baki sab thik hai,jrurt ka saman yaha hamesha stock rehta ha ya fr hota hi nhi hai baki sab thik hai,True,want_to_explore_blocked,assortment_gap,,intent or category talk with friction/barrier cues
very nice aap I also got free 🎁,5,2026-07-29 14:08:38 UTC,0,play_store,very nice aap I also got free 🎁,nice aap also get free,False,noise,,,no category-exploration signal
good app for quick delivery,4,2026-07-29 14:08:37 UTC,0,play_store,good app for quick delivery,good app quick delivery,False,noise,,,no category-exploration signal
bahut delivery charge leta hai,3,2026-07-29 14:07:55 UTC,0,play_store,bahut delivery charge leta hai,bahut delivery charge leta hai,False,noise,,,no category-exploration signal
"this is the bestest online application... it's amazing.. and the service, unbelievable... ❤️",5,2026-07-29 14:06:10 UTC,0,play_store,"this is the bestest online application... it's amazing.. and the service, unbelievable... ❤️",best online application amaze service unbelievable,False,noise,,,no category-exploration signal
very fast and very good product and delivery,5,2026-07-29 14:06:09 UTC,0,play_store,very fast and very good product and delivery,fast good product delivery,False,noise,,,no category-exploration signal
very good very nice,5,2026-07-29 14:05:10 UTC,0,play_store,very good very nice,good nice,False,noise,,,no category-exploration signal
very poor quality product sell blinkit and not refunded,1,2026-07-29 14:05:05 UTC,0,play_store,very poor quality product sell blinkit and not refunded,poor quality product sell blinkit refund,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
West quality and service 👑⭐💫,5,2026-07-29 14:04:55 UTC,0,play_store,West quality and service 👑⭐💫,west quality service,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
free prescription from doctor. amazing!,5,2026-07-29 14:04:33 UTC,0,play_store,free prescription from doctor. amazing!,free prescription doctor amaze,False,noise,,,no category-exploration signal
"the best way to order things,,🤌",5,2026-07-29 14:01:50 UTC,0,play_store,"the best way to order things,,🤌",best way order thing,False,noise,,,no category-exploration signal
new,4,2026-07-29 14:01:00 UTC,0,play_store,new,new,False,noise,,,no category-exploration signal
Best hai. try it,4,2026-07-29 14:00:56 UTC,0,play_store,Best hai. try it,best hai try,False,noise,,,no category-exploration signal
very good but no cod available in most of the things,5,2026-07-29 14:00:28 UTC,0,play_store,very good but no cod available in most of the things,good cod available thing,False,noise,,,no category-exploration signal
app bohot accha ha,5,2026-07-29 13:59:41 UTC,0,play_store,app bohot accha ha,app bohot accha ha,False,noise,,,no category-exploration signal
no return policy,1,2026-07-29 13:56:27 UTC,0,play_store,no return policy,return policy,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
amazing discount fastival offer nice blinkit,5,2026-07-29 13:56:08 UTC,0,play_store,amazing discount fastival offer nice blinkit,amaze discount fastival offer nice blinkit,False,noise,,,no category-exploration signal
Good but reduce some delivery charge,5,2026-07-29 13:55:26 UTC,0,play_store,Good but reduce some delivery charge,good reduce delivery charge,False,noise,,,no category-exploration signal
weast blinkit rate over,1,2026-07-29 13:53:21 UTC,0,play_store,weast blinkit rate over,weast blinkit rate,False,noise,,,no category-exploration signal
Excellent nice Services,5,2026-07-29 13:53:14 UTC,0,play_store,Excellent nice Services,excellent nice service,False,noise,,,no category-exploration signal
thankyu blinkit,5,2026-07-29 13:49:56 UTC,0,play_store,thankyu blinkit,thankyu blinkit,False,noise,,,no category-exploration signal
excellent!!,5,2026-07-29 13:49:21 UTC,0,play_store,excellent!!,excellent,False,noise,,,no category-exploration signal
Yoohoo !,5,2026-07-29 13:48:57 UTC,0,play_store,Yoohoo !,yoohoo,False,noise,,,no category-exploration signal
very rude behavior of rider very bad experience,1,2026-07-29 13:48:40 UTC,0,play_store,very rude behavior of rider very bad experience,rude behavior rider bad experience,False,noise,,,no category-exploration signal
worst product damage diya or coustomer support koi help nahi karta hai,1,2026-07-29 13:48:00 UTC,0,play_store,worst product damage diya or coustomer support koi help nahi karta hai,bad product damage diya coustomer support koi help nahi karta hai,False,noise,,,no category-exploration signal
Excellent service 👍,5,2026-07-29 13:47:33 UTC,0,play_store,Excellent service 👍,excellent service,False,noise,,,short generic praise/complaint without category cues
delivery boy and blinkit both have delivery issues . if you order it allready take wrong location and u pay extra for delivery your grocery,1,2026-07-29 13:47:31 UTC,0,play_store,delivery boy and blinkit both have delivery issues . if you order it allready take wrong location and u pay extra for delivery your grocery,delivery boy blinkit delivery issue order allready take wrong location u pay extra delivery grocery,True,unclear,coverage_or_eta,grocery,category or barrier cues without clear funnel stage
super😍,5,2026-07-29 13:47:13 UTC,0,play_store,super😍,super,False,noise,,,short generic praise/complaint without category cues
deliver fresh product,5,2026-07-29 13:46:38 UTC,0,play_store,deliver fresh product,deliver fresh product,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
convenient and swift delivery. 👍👍,5,2026-07-29 13:46:24 UTC,0,play_store,convenient and swift delivery. 👍👍,convenient swift delivery,False,noise,,,no category-exploration signal
Good Service and Delivery Time,5,2026-07-29 13:45:57 UTC,0,play_store,Good Service and Delivery Time,good service delivery time,False,noise,,,no category-exploration signal
late delivery,1,2026-07-29 13:45:29 UTC,0,play_store,late delivery,late delivery,True,unclear,coverage_or_eta,,category or barrier cues without clear funnel stage
itss tooo nd tooo guud ✌️🫂,3,2026-07-29 13:43:38 UTC,0,play_store,itss tooo nd tooo guud ✌️🫂,itss tooo nd tooo guud,False,noise,,,no category-exploration signal
Extra charges in the name of free delivery wth,3,2026-07-29 13:41:30 UTC,0,play_store,Extra charges in the name of free delivery wth,extra charge name free delivery wth,False,noise,,,no category-exploration signal
thanks for blinkit,4,2026-07-29 13:41:20 UTC,0,play_store,thanks for blinkit,thanks blinkit,False,noise,,,no category-exploration signal
I loved the customer care.Thanks to tabyayya,5,2026-07-29 13:40:28 UTC,0,play_store,I loved the customer care.Thanks to tabyayya,love customer carethanks tabyayya,False,noise,,,no category-exploration signal
very good 👍 Work,5,2026-07-29 13:40:16 UTC,0,play_store,very good 👍 Work,good work,False,noise,,,no category-exploration signal
high rate of product,2,2026-07-29 13:39:08 UTC,0,play_store,high rate of product,high rate product,False,noise,,,no category-exploration signal
"The app deserves 5⭐, but your delivery partners are the reason I'm not giving it. The behavior of a 'FEW' delivery executives is completely unacceptable—rude, unprofessional, and disrespectful. Customer service doesn't end with the app; it ends at the doorstep. If you don't improve the quality and accountability of your delivery staff, you'll continue losing good ratings and valuable customers. Please take this issue seriously.",3,2026-07-29 13:36:53 UTC,0,play_store,"The app deserves 5⭐, but your delivery partners are the reason I'm not giving it. The behavior of a 'FEW' delivery executives is completely unacceptable—rude, unprofessional, and disrespectful. Customer service doesn't end with the app; it ends at the doorstep. If you don't improve the quality and accountability of your delivery staff, you'll continue losing good ratings and valuable customers. Please take this issue seriously.",app deserve 5 delivery partner reason im give behavior delivery executive completely unacceptable rude unprofessional disrespectful customer service doesnt end app end doorstep dont improve quality accountability delivery staff youll continue lose good rating valuable customer please take issue seriously,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
good dilevery,5,2026-07-29 13:35:35 UTC,0,play_store,good dilevery,good dilevery,False,noise,,,no category-exploration signal
blinking is very nice app,5,2026-07-29 13:31:49 UTC,0,play_store,blinking is very nice app,blink nice app,False,noise,,,no category-exploration signal
thanks to the team who made this app🫡,5,2026-07-29 13:31:27 UTC,0,play_store,thanks to the team who made this app🫡,thanks team make app,False,noise,,,no category-exploration signal
good 👍🏼,5,2026-07-29 13:30:46 UTC,0,play_store,good 👍🏼,good,False,noise,,,no category-exploration signal
wonderful experience 😀😀,5,2026-07-29 13:30:41 UTC,0,play_store,wonderful experience 😀😀,wonderful experience,False,noise,,,no category-exploration signal
delivery very first,4,2026-07-29 13:30:25 UTC,0,play_store,delivery very first,delivery first,False,noise,,,no category-exploration signal
Blinkit service is awesome. every time on time.,5,2026-07-29 13:29:56 UTC,0,play_store,Blinkit service is awesome. every time on time.,blinkit service awesome every time time,False,noise,,,no category-exploration signal
very good app. we get just everything within few minutes at our door step. I really like the service.,5,2026-07-29 13:29:28 UTC,0,play_store,very good app. we get just everything within few minutes at our door step. I really like the service.,good app get everything within minute door step really like service,False,noise,,,no category-exploration signal
overprice selling item this app 🤬😡😡😡,1,2026-07-29 13:29:24 UTC,0,play_store,overprice selling item this app 🤬😡😡😡,overprice sell item app,True,want_to_explore_blocked,price_uncertainty_new_category,grocery,intent or category talk with friction/barrier cues
superb experience ever,5,2026-07-29 13:29:11 UTC,0,play_store,superb experience ever,superb experience ever,False,noise,,,short generic praise/complaint without category cues
super fast delivery,5,2026-07-29 13:28:09 UTC,0,play_store,super fast delivery,super fast delivery,False,noise,,,short generic praise/complaint without category cues
"you pork meat sell,....,",1,2026-07-29 13:26:10 UTC,0,play_store,"you pork meat sell,....,",pork meat sell,False,noise,,,no category-exploration signal
loo baget loo price best option,5,2026-07-29 13:23:12 UTC,0,play_store,loo baget loo price best option,loo baget loo price best option,True,want_to_explore_blocked,price_uncertainty_new_category,grocery,intent or category talk with friction/barrier cues
fastest,5,2026-07-29 13:23:06 UTC,0,play_store,fastest,fast,False,noise,,,no category-exploration signal
"worst service, sent me expired food items and when complaint.. refused to replace or refund.... big fraud scam .... NOT RECOMMENDED FOR FOOD ITEMS.",1,2026-07-29 13:20:57 UTC,0,play_store,"worst service, sent me expired food items and when complaint.. refused to replace or refund.... big fraud scam .... NOT RECOMMENDED FOR FOOD ITEMS.",bad service send expire food item complaint refuse replace refund big fraud scam recommend food item,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
all products are good and available to products and fast delivery safe money,5,2026-07-29 13:19:52 UTC,0,play_store,all products are good and available to products and fast delivery safe money,product good available product fast delivery safe money,False,noise,,,no category-exploration signal
very nice delivery,5,2026-07-29 13:19:40 UTC,0,play_store,very nice delivery,nice delivery,False,noise,,,no category-exploration signal
shows 12 min takes 20,1,2026-07-29 13:19:16 UTC,0,play_store,shows 12 min takes 20,show 12 min take 20,False,noise,,,no category-exploration signal
"best, super",5,2026-07-29 13:17:55 UTC,0,play_store,"best, super",best super,False,noise,,,short generic praise/complaint without category cues
always convenient but nowadays support n all they don't even look out the genuine problem if a customer face,1,2026-07-29 13:17:38 UTC,0,play_store,always convenient but nowadays support n all they don't even look out the genuine problem if a customer face,always convenient nowadays support n dont even look genuine problem customer face,True,stuck_in_routine,,,routine/reorder language without exploration intent
bad expiration wrong product delivered,5,2026-07-29 13:16:41 UTC,0,play_store,bad expiration wrong product delivered,bad expiration wrong product deliver,False,noise,,,no category-exploration signal
small amount items not available,1,2026-07-29 13:16:16 UTC,0,play_store,small amount items not available,small amount item available,True,want_to_explore_blocked,coverage_or_eta|assortment_gap,,intent or category talk with friction/barrier cues
price is more than original MRP and u also mention free delivery,2,2026-07-29 13:15:38 UTC,0,play_store,price is more than original MRP and u also mention free delivery,price original mrp u also mention free delivery,True,want_to_explore_blocked,price_uncertainty_new_category,grocery,intent or category talk with friction/barrier cues
it becomes more expensive to buy cheap item,3,2026-07-29 13:14:55 UTC,0,play_store,it becomes more expensive to buy cheap item,becomes expensive buy cheap item,True,want_to_explore_blocked,price_uncertainty_new_category,,intent or category talk with friction/barrier cues
"guys, please remove the feature where when I'm checking out an item for it details, it swipes to another item. please please, it's so damn irritating. please remove",1,2026-07-29 13:14:39 UTC,0,play_store,"guys, please remove the feature where when I'm checking out an item for it details, it swipes to another item. please please, it's so damn irritating. please remove",guy please remove feature im check item detail swipe another item please please damn irritate please remove,False,noise,,,no category-exploration signal
😊,5,2026-07-29 13:11:43 UTC,0,play_store,😊,😊,False,noise,,,no category-exploration signal
nice app I like it,5,2026-07-29 13:08:11 UTC,0,play_store,nice app I like it,nice app like,False,noise,,,no category-exploration signal
nice n friendly,5,2026-07-29 13:08:03 UTC,0,play_store,nice n friendly,nice n friendly,False,noise,,,no category-exploration signal
this is good 👍,5,2026-07-29 13:06:37 UTC,0,play_store,this is good 👍,good,False,noise,,,no category-exploration signal
❤️❤️❤️ rr,1,2026-07-29 13:05:18 UTC,0,play_store,❤️❤️❤️ rr,rr,False,noise,,,no category-exploration signal
🙏😭 thanks blinkit for fast delivery,5,2026-07-29 13:05:04 UTC,0,play_store,🙏😭 thanks blinkit for fast delivery,thanks blinkit fast delivery,False,noise,,,no category-exploration signal
Any item expiry date is expired,1,2026-07-29 13:03:30 UTC,0,play_store,Any item expiry date is expired,item expiry date expire,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
very fast service 😄 🫰🏻🩷❤️,5,2026-07-29 13:02:28 UTC,0,play_store,very fast service 😄 🫰🏻🩷❤️,fast service,False,noise,,,no category-exploration signal
happy 😁,5,2026-07-29 13:00:27 UTC,0,play_store,happy 😁,happy,False,noise,,,no category-exploration signal
## blinkit. why they are Charging handling fee always,3,2026-07-29 13:00:18 UTC,0,play_store,## blinkit. why they are Charging handling fee always,blinkit charge handle fee always,True,stuck_in_routine,,,routine/reorder language without exploration intent
iska delivery Sahi nahin Hai,4,2026-07-29 12:58:03 UTC,0,play_store,iska delivery Sahi nahin Hai,iska delivery sahi nahin hai,False,noise,,,no category-exploration signal
very convenient and hassle free,5,2026-07-29 12:56:50 UTC,0,play_store,very convenient and hassle free,convenient hassle free,False,noise,,,no category-exploration signal
the app is good but the charges are high,4,2026-07-29 12:56:11 UTC,0,play_store,the app is good but the charges are high,app good charge high,False,noise,,,no category-exploration signal
"Sometimes, Blinkit does not deliver us the items mentioned in the order summary but charge for that",2,2026-07-29 12:55:32 UTC,0,play_store,"Sometimes, Blinkit does not deliver us the items mentioned in the order summary but charge for that",sometimes blinkit deliver u item mention order summary charge,False,noise,,,no category-exploration signal
Good Gooder Goodest,5,2026-07-29 12:55:09 UTC,0,play_store,Good Gooder Goodest,good gooder goodest,False,noise,,,no category-exploration signal
VERY FAST DELIVEREY,5,2026-07-29 12:52:08 UTC,0,play_store,VERY FAST DELIVEREY,fast deliverey,False,noise,,,no category-exploration signal
very bad service online payment n kare only cash warna Paisa cut jaata hai ata bhi nahi hai. mera payment nahi aya hai abhi tak sir,1,2026-07-29 12:51:05 UTC,0,play_store,very bad service online payment n kare only cash warna Paisa cut jaata hai ata bhi nahi hai. mera payment nahi aya hai abhi tak sir,bad service online payment n kare cash warna paisa cut jaata hai ata bhi nahi hai mera payment nahi aya hai abhi tak sir,False,noise,,,no category-exploration signal
very nice 😊😊😊😊❤️😍😍,5,2026-07-29 12:49:05 UTC,0,play_store,very nice 😊😊😊😊❤️😍😍,nice,False,noise,,,no category-exploration signal
worst app misleading the customers about stock notification. after click for notification tab no notification by sms or whstsup for items.today cod not available,1,2026-07-29 12:46:29 UTC,0,play_store,worst app misleading the customers about stock notification. after click for notification tab no notification by sms or whstsup for items.today cod not available,bad app mislead customer stock notification click notification tab notification sms whstsup itemstoday cod available,True,want_to_explore_blocked,coverage_or_eta|assortment_gap,,intent or category talk with friction/barrier cues
Good to order during emergency time,4,2026-07-29 12:42:58 UTC,0,play_store,Good to order during emergency time,good order emergency time,False,noise,,,no category-exploration signal
blinkit bahut kharab order deta hai hum ek bottle mangaya usme bottle futa hua nikla ..or order return v nhi leta hai .,1,2026-07-29 12:41:59 UTC,0,play_store,blinkit bahut kharab order deta hai hum ek bottle mangaya usme bottle futa hua nikla ..or order return v nhi leta hai .,blinkit bahut kharab order deta hai hum ek bottle mangaya usme bottle futa hua nikla order return v nhi leta hai,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
